CustomerID,nombre,fecha,gasto_Acum
1,"Liu, Baker and Mason",2022-01-05,820.02
1,"Liu, Baker and Mason",2022-02-17,991.11
1,"Liu, Baker and Mason",2022-02-21,2592.22
1,"Liu, Baker and Mason",2022-02-21,2592.22
1,"Liu, Baker and Mason",2022-02-23,4643.81
1,"Liu, Baker and Mason",2022-02-23,4643.81
1,"Liu, Baker and Mason",2022-02-23,4643.81
1,"Liu, Baker and Mason",2022-02-23,4643.81
1,"Liu, Baker and Mason",2022-04-23,5150.32
1,"Liu, Baker and Mason",2022-04-23,5150.32
1,"Liu, Baker and Mason",2022-05-22,5539.87
1,"Liu, Baker and Mason",2022-06-26,7380.97
1,"Liu, Baker and Mason",2022-07-11,8573.11
1,"Liu, Baker and Mason",2022-07-11,8573.11
1,"Liu, Baker and Mason",2022-07-11,8573.11
1,"Liu, Baker and Mason",2022-07-26,9204.31
1,"Liu, Baker and Mason",2022-08-04,10446.50
1,"Liu, Baker and Mason",2022-08-04,10446.50
1,"Liu, Baker and Mason",2022-08-04,10446.50
1,"Liu, Baker and Mason",2022-08-13,11337.78
1,"Liu, Baker and Mason",2022-08-13,11337.78
1,"Liu, Baker and Mason",2022-08-21,12495.81
1,"Liu, Baker and Mason",2022-08-21,12495.81
1,"Liu, Baker and Mason",2022-10-10,14980.38
1,"Liu, Baker and Mason",2022-10-10,14980.38
1,"Liu, Baker and Mason",2022-10-24,15222.86
1,"Liu, Baker and Mason",2023-01-01,17359.18
1,"Liu, Baker and Mason",2023-01-01,17359.18
1,"Liu, Baker and Mason",2023-04-26,18942.32
1,"Liu, Baker and Mason",2023-04-26,18942.32
1,"Liu, Baker and Mason",2023-05-23,20130.64
1,"Liu, Baker and Mason",2023-05-23,20130.64
1,"Liu, Baker and Mason",2023-06-26,20864.98
1,"Liu, Baker and Mason",2023-08-28,23408.73
1,"Liu, Baker and Mason",2023-08-28,23408.73
1,"Liu, Baker and Mason",2023-08-28,23408.73
1,"Liu, Baker and Mason",2023-08-28,23408.73
2,"Evans, Fowler and Lynch",2022-01-05,57.21
2,"Evans, Fowler and Lynch",2022-03-16,1160.65
2,"Evans, Fowler and Lynch",2022-05-05,3420.33
2,"Evans, Fowler and Lynch",2022-05-05,3420.33
2,"Evans, Fowler and Lynch",2022-05-14,7577.99
2,"Evans, Fowler and Lynch",2022-05-14,7577.99
2,"Evans, Fowler and Lynch",2022-05-14,7577.99
2,"Evans, Fowler and Lynch",2022-12-02,7860.85
2,"Evans, Fowler and Lynch",2022-12-02,7860.85
2,"Evans, Fowler and Lynch",2022-12-02,7860.85
2,"Evans, Fowler and Lynch",2023-01-07,8122.52
2,"Evans, Fowler and Lynch",2023-01-07,8122.52
2,"Evans, Fowler and Lynch",2023-02-01,8230.04
2,"Evans, Fowler and Lynch",2023-04-23,9430.11
2,"Evans, Fowler and Lynch",2023-04-23,9430.11
2,"Evans, Fowler and Lynch",2023-05-31,9465.95
2,"Evans, Fowler and Lynch",2023-07-29,10507.55
2,"Evans, Fowler and Lynch",2023-07-29,10507.55
2,"Evans, Fowler and Lynch",2023-07-29,10507.55
2,"Evans, Fowler and Lynch",2023-08-25,13403.51
2,"Evans, Fowler and Lynch",2023-08-25,13403.51
2,"Evans, Fowler and Lynch",2023-08-25,13403.51
2,"Evans, Fowler and Lynch",2023-08-25,13403.51
2,"Evans, Fowler and Lynch",2023-09-28,14553.47
2,"Evans, Fowler and Lynch",2023-10-12,17664.82
2,"Evans, Fowler and Lynch",2023-10-12,17664.82
2,"Evans, Fowler and Lynch",2023-10-12,17664.82
2,"Evans, Fowler and Lynch",2023-10-12,17664.82
2,"Evans, Fowler and Lynch",2024-01-13,18366.04
2,"Evans, Fowler and Lynch",2024-01-13,18366.04
2,"Evans, Fowler and Lynch",2024-02-21,19289.05
2,"Evans, Fowler and Lynch",2024-02-21,19289.05
2,"Evans, Fowler and Lynch",2024-03-01,19746.34
2,"Evans, Fowler and Lynch",2024-03-01,19746.34
3,"Sellers, George and Burns",2022-07-24,543.96
3,"Sellers, George and Burns",2022-07-24,543.96
3,"Sellers, George and Burns",2022-08-13,1533.87
3,"Sellers, George and Burns",2022-08-13,1533.87
3,"Sellers, George and Burns",2022-12-09,1808.23
3,"Sellers, George and Burns",2022-12-09,1808.23
3,"Sellers, George and Burns",2023-02-16,2270.79
3,"Sellers, George and Burns",2023-02-16,2270.79
3,"Sellers, George and Burns",2023-02-16,2270.79
3,"Sellers, George and Burns",2023-08-05,4149.83
3,"Sellers, George and Burns",2023-08-05,4149.83
3,"Sellers, George and Burns",2023-08-05,4149.83
3,"Sellers, George and Burns",2023-10-22,5002.87
3,"Sellers, George and Burns",2023-10-22,5002.87
3,"Sellers, George and Burns",2023-10-22,5002.87
3,"Sellers, George and Burns",2023-10-22,5002.87
3,"Sellers, George and Burns",2023-11-08,5371.06
3,"Sellers, George and Burns",2023-12-12,6260.62
3,"Sellers, George and Burns",2023-12-12,6260.62
3,"Sellers, George and Burns",2023-12-28,7120.94
3,"Sellers, George and Burns",2023-12-28,7120.94
3,"Sellers, George and Burns",2024-01-18,8174.82
3,"Sellers, George and Burns",2024-01-18,8174.82
3,"Sellers, George and Burns",2024-02-25,10562.12
3,"Sellers, George and Burns",2024-02-25,10562.12
3,"Sellers, George and Burns",2024-02-25,10562.12
3,"Sellers, George and Burns",2024-02-25,10562.12
3,"Sellers, George and Burns",2024-02-25,10562.12
3,"Sellers, George and Burns",2024-02-25,10562.12
4,"Allen PLC",2022-03-13,690.28
4,"Allen PLC",2022-03-13,690.28
4,"Allen PLC",2022-03-13,690.28
4,"Allen PLC",2022-04-02,1999.68
4,"Allen PLC",2022-04-02,1999.68
4,"Allen PLC",2022-04-02,1999.68
4,"Allen PLC",2022-04-10,4208.87
4,"Allen PLC",2022-04-10,4208.87
4,"Allen PLC",2022-04-10,4208.87
4,"Allen PLC",2022-04-10,4208.87
4,"Allen PLC",2022-05-01,6683.83
4,"Allen PLC",2022-05-01,6683.83
4,"Allen PLC",2022-05-01,6683.83
4,"Allen PLC",2022-06-09,7083.63
4,"Allen PLC",2022-07-13,8126.09
4,"Allen PLC",2022-07-13,8126.09
4,"Allen PLC",2022-07-13,8126.09
4,"Allen PLC",2022-07-13,8126.09
4,"Allen PLC",2022-09-22,9947.70
4,"Allen PLC",2022-09-22,9947.70
4,"Allen PLC",2022-09-22,9947.70
4,"Allen PLC",2022-09-22,9947.70
4,"Allen PLC",2022-12-16,10456.61
4,"Allen PLC",2022-12-16,10456.61
4,"Allen PLC",2023-02-26,10686.63
4,"Allen PLC",2023-03-27,10860.23
4,"Allen PLC",2023-04-17,16379.71
4,"Allen PLC",2023-04-17,16379.71
4,"Allen PLC",2023-04-17,16379.71
4,"Allen PLC",2023-04-17,16379.71
4,"Allen PLC",2023-04-27,17641.74
4,"Allen PLC",2023-06-12,18093.32
4,"Allen PLC",2023-06-12,18093.32
4,"Allen PLC",2023-09-28,18280.31
4,"Allen PLC",2023-10-06,20045.15
4,"Allen PLC",2023-10-06,20045.15
4,"Allen PLC",2023-11-18,20408.87
4,"Allen PLC",2023-12-06,20436.36
4,"Allen PLC",2024-02-07,21595.61
4,"Allen PLC",2024-02-07,21595.61
4,"Allen PLC",2024-02-07,21595.61
4,"Allen PLC",2024-02-07,21595.61
5,"Cannon, Anderson and Alvarez",2022-09-08,934.50
5,"Cannon, Anderson and Alvarez",2022-11-24,1604.84
5,"Cannon, Anderson and Alvarez",2022-11-24,1604.84
5,"Cannon, Anderson and Alvarez",2022-12-14,2099.12
5,"Cannon, Anderson and Alvarez",2022-12-14,2099.12
5,"Cannon, Anderson and Alvarez",2023-01-15,3473.67
5,"Cannon, Anderson and Alvarez",2023-01-15,3473.67
5,"Cannon, Anderson and Alvarez",2023-01-15,3473.67
5,"Cannon, Anderson and Alvarez",2023-05-01,4404.46
5,"Cannon, Anderson and Alvarez",2023-05-01,4404.46
5,"Cannon, Anderson and Alvarez",2023-05-01,4404.46
5,"Cannon, Anderson and Alvarez",2023-05-31,5108.02
5,"Cannon, Anderson and Alvarez",2023-07-24,6312.53
5,"Cannon, Anderson and Alvarez",2023-07-24,6312.53
5,"Cannon, Anderson and Alvarez",2023-07-24,6312.53
5,"Cannon, Anderson and Alvarez",2023-09-18,12898.73
5,"Cannon, Anderson and Alvarez",2023-09-18,12898.73
5,"Cannon, Anderson and Alvarez",2023-09-18,12898.73
5,"Cannon, Anderson and Alvarez",2023-09-18,12898.73
5,"Cannon, Anderson and Alvarez",2023-09-18,12898.73
5,"Cannon, Anderson and Alvarez",2023-09-18,12898.73
5,"Cannon, Anderson and Alvarez",2023-09-18,12898.73
5,"Cannon, Anderson and Alvarez",2023-09-18,12898.73
5,"Cannon, Anderson and Alvarez",2023-11-08,14741.05
5,"Cannon, Anderson and Alvarez",2023-11-08,14741.05
5,"Cannon, Anderson and Alvarez",2024-02-17,15266.65
6,Brandt-Hickman,2022-02-04,1764.60
6,Brandt-Hickman,2022-03-26,2686.52
6,Brandt-Hickman,2022-03-26,2686.52
6,Brandt-Hickman,2022-05-04,3335.08
6,Brandt-Hickman,2022-05-04,3335.08
6,Brandt-Hickman,2022-05-04,3335.08
6,Brandt-Hickman,2022-05-28,3793.61
6,Brandt-Hickman,2022-05-28,3793.61
6,Brandt-Hickman,2022-05-28,3793.61
6,Brandt-Hickman,2022-07-23,4772.92
6,Brandt-Hickman,2022-07-23,4772.92
6,Brandt-Hickman,2022-07-29,5366.08
6,Brandt-Hickman,2022-11-07,8091.02
6,Brandt-Hickman,2022-11-07,8091.02
6,Brandt-Hickman,2022-11-07,8091.02
6,Brandt-Hickman,2022-11-07,8091.02
6,Brandt-Hickman,2023-01-22,10424.08
6,Brandt-Hickman,2023-01-22,10424.08
6,Brandt-Hickman,2023-03-28,10804.50
6,Brandt-Hickman,2023-03-28,10804.50
6,Brandt-Hickman,2023-04-21,13497.09
6,Brandt-Hickman,2023-04-21,13497.09
6,Brandt-Hickman,2023-04-21,13497.09
6,Brandt-Hickman,2023-09-09,13608.01
6,Brandt-Hickman,2023-09-09,13608.01
6,Brandt-Hickman,2023-10-09,16045.58
6,Brandt-Hickman,2023-10-09,16045.58
6,Brandt-Hickman,2023-12-14,16882.93
6,Brandt-Hickman,2023-12-14,16882.93
6,Brandt-Hickman,2023-12-14,16882.93
6,Brandt-Hickman,2023-12-28,17594.13
6,Brandt-Hickman,2023-12-28,17594.13
6,Brandt-Hickman,2024-01-11,18034.99
6,Brandt-Hickman,2024-01-11,18034.99
7,"Brooks, Lam and Hayes",2022-01-26,620.18
7,"Brooks, Lam and Hayes",2022-01-26,620.18
7,"Brooks, Lam and Hayes",2022-03-14,2762.54
7,"Brooks, Lam and Hayes",2022-03-14,2762.54
7,"Brooks, Lam and Hayes",2022-03-14,2762.54
7,"Brooks, Lam and Hayes",2022-03-14,2762.54
7,"Brooks, Lam and Hayes",2022-05-16,4557.82
7,"Brooks, Lam and Hayes",2022-05-16,4557.82
7,"Brooks, Lam and Hayes",2022-05-16,4557.82
7,"Brooks, Lam and Hayes",2022-05-16,4557.82
7,"Brooks, Lam and Hayes",2022-05-16,4557.82
7,"Brooks, Lam and Hayes",2022-05-16,4557.82
7,"Brooks, Lam and Hayes",2022-05-16,4557.82
7,"Brooks, Lam and Hayes",2022-06-03,5075.11
7,"Brooks, Lam and Hayes",2022-06-17,6769.81
7,"Brooks, Lam and Hayes",2022-06-17,6769.81
7,"Brooks, Lam and Hayes",2022-06-17,6769.81
7,"Brooks, Lam and Hayes",2022-06-17,6769.81
7,"Brooks, Lam and Hayes",2022-09-06,8660.35
7,"Brooks, Lam and Hayes",2022-09-06,8660.35
7,"Brooks, Lam and Hayes",2022-10-16,9462.09
7,"Brooks, Lam and Hayes",2022-10-16,9462.09
7,"Brooks, Lam and Hayes",2022-12-06,9716.48
7,"Brooks, Lam and Hayes",2022-12-06,9716.48
7,"Brooks, Lam and Hayes",2022-12-08,10654.26
7,"Brooks, Lam and Hayes",2022-12-08,10654.26
7,"Brooks, Lam and Hayes",2022-12-08,10654.26
7,"Brooks, Lam and Hayes",2022-12-13,11356.22
